Feature,Permutation Importance
affected_party,0.2212765957446808
age_min_encoded,0.03829787234042549
rain_today,0.0184397163120567
rush_hour,0.013475177304964487
primary_accident_type_code,-0.010638297872340467
vehicle_type_score,-0.03687943262411352
